NIM;Nama;Tahun_Masuk;Jenis_Kelamin;IPS1;IPS2;IPS3;IPS4;IPK;MK_Gagal;SKS_Lulus;Status_Skripsi;Jumlah_Bimbingan;Kehadiran;Keaktifan_Organisasi;Status_Cuti;Rata_IPS;Progress_SKS;Tren_IP;Ontime
2020191359;Kiandra Firmansyah;2019;P;3.09;3.06;3.35;3.45;3.75;0;139;4;21;82;Tidak Aktif;0;3.24;0.97;0.36;1
2020181360;Talia Mustofa;2018;L;2.55;2.26;3.01;2.57;2.98;4;121;2;9;72;Tidak Aktif;1;2.6;0.84;0.02;0
2020191361;Muhammad Gunarto;2019;L;2.95;3.64;3.33;3.69;3.07;0;131;3;21;97;Tidak Aktif;0;3.4;0.91;0.74;1
2020221362;Farah Budiyanto;2022;L;3.83;3.15;3.84;3.28;3.64;1;134;4;18;96;Aktif;0;3.52;0.93;-0.55;1
2020191363;Balangga Purnawati, S.Ked;2019;P;2.42;2.2;2.26;2.04;2.3;3;87;2;2;72;Aktif;0;2.23;0.6;-0.38;0
2020191364;Zizi Susanti;2019;P;2.93;2.93;2.92;2.95;2.66;4;118;2;6;65;Aktif;1;2.93;0.82;0.02;0
2020211365;Kayla Anggriawan;2021;P;3.89;3.64;3.56;3.11;3.45;1;127;5;12;92;Tidak Aktif;0;3.55;0.88;-0.78;1
2020201366;Cut Elma Puspita, S.Pd;2020;P;3.84;3.5;3.38;3.98;3.11;1;135;5;10;82;Tidak Aktif;0;3.67;0.94;0.14;1
2020201367;Hamzah Yuniar;2020;L;2.85;3.71;3.92;3.28;3.86;2;137;3;23;86;Tidak Aktif;0;3.44;0.95;0.43;1
2020201368;Anastasia Safitri;2020;P;3.89;3.73;3.8;3.02;3.96;1;135;5;14;98;Tidak Aktif;0;3.61;0.94;-0.87;1
2020201369;Murti Sirait, M.Farm;2020;L;2.17;2.88;2.34;3.05;2.11;3;76;2;7;50;Aktif;0;2.61;0.53;0.88;0
2020211370;Pandu Oktaviani;2021;P;2.45;1.93;2.29;2.01;2.47;3;97;0;2;78;Tidak Aktif;0;2.17;0.67;-0.44;0
2020201371;Usman Anggraini;2020;L;3.52;3.23;3.3;3.74;3.05;2;136;4;12;91;Aktif;0;3.45;0.94;0.22;1
2020181372;Bala Wahyudin;2018;P;2.82;2.67;2.71;3.07;2.19;8;89;2;3;63;Aktif;0;2.82;0.62;0.25;0
2020181373;Nardi Pangestu;2018;L;3.09;3.77;3.03;3.58;4.0;1;127;3;17;96;Tidak Aktif;0;3.37;0.88;0.49;1
2020181374;Atmaja Purnawati, S.E.I;2018;L;2.43;1.88;3.0;2.72;2.11;8;91;0;6;72;Aktif;1;2.51;0.63;0.29;0
2020181375;Hj. Ifa Wijaya;2018;L;3.89;3.64;3.83;3.88;3.57;1;127;5;13;83;Tidak Aktif;0;3.81;0.88;-0.01;1
2020201376;Paiman Ardianto;2020;P;3.32;3.25;3.43;3.77;3.6;0;137;3;14;82;Aktif;0;3.44;0.95;0.45;1
2020221377;Zelaya Situmorang;2022;L;2.33;2.59;2.76;2.71;2.7;6;92;2;3;70;Aktif;1;2.6;0.64;0.38;0
2020221378;Drs. Jinawi Maheswara;2022;P;3.41;3.01;3.38;3.49;3.65;0;127;3;14;83;Tidak Aktif;0;3.32;0.88;0.08;1
2020201379;Ir. Harsana Rajasa, M.Ak;2020;P;2.52;2.77;2.61;2.76;2.07;5;120;0;3;58;Aktif;0;2.67;0.83;0.24;0
2020221380;KH. Cemplunk Samosir, S.Sos;2022;P;3.23;3.42;3.05;3.14;3.28;2;125;5;19;86;Aktif;0;3.21;0.87;-0.09;1
2020211381;Dr. Cahya Mangunsong;2021;P;2.2;2.43;2.24;2.73;2.28;8;73;0;7;62;Aktif;0;2.4;0.51;0.53;0
2020211382;Gamani Yuniar;2021;L;3.42;2.91;3.01;3.22;3.04;2;125;4;20;84;Tidak Aktif;0;3.14;0.87;-0.2;1
2020221383;Elvina Salahudin;2022;P;3.21;3.78;3.57;3.51;3.29;1;142;5;15;95;Aktif;0;3.52;0.99;0.3;1
2020181384;Cut Ami Mustofa, M.Ak;2018;L;2.28;1.91;2.74;2.14;2.35;3;86;0;0;79;Aktif;1;2.27;0.6;-0.14;0
2020221385;Rendy Andriani;2022;P;3.85;3.44;3.7;3.99;3.13;2;141;4;23;92;Aktif;0;3.75;0.98;0.14;1
2020221386;Panca Narpati;2022;L;3.27;3.36;3.41;3.91;3.71;1;127;4;12;96;Aktif;0;3.49;0.88;0.64;1
2020191387;Ir. Nabila Mulyani;2019;P;3.17;3.81;3.96;3.82;3.0;1;143;5;12;89;Tidak Aktif;0;3.69;0.99;0.65;1
2020191388;drg. Himawan Sihotang;2019;L;2.86;3.18;3.06;3.6;3.69;0;127;4;13;94;Aktif;0;3.17;0.88;0.74;1
2020201389;Prima Salahudin;2020;L;3.26;3.4;3.37;3.12;3.42;0;125;5;14;80;Aktif;0;3.29;0.87;-0.14;1
2020211390;Dewi Wahyuni;2021;P;1.89;1.9;2.43;3.13;2.67;7;103;2;4;55;Tidak Aktif;0;2.34;0.72;1.24;0
2020201391;Among Suwarno;2020;L;2.23;2.57;2.01;2.76;2.91;3;91;1;4;66;Aktif;1;2.39;0.63;0.53;0
2020221392;T. Satya Lestari, M.M.;2022;L;3.85;3.7;3.12;3.9;3.07;1;139;5;21;81;Tidak Aktif;0;3.64;0.97;0.05;1
2020221393;Asmianto Laksita;2022;L;2.97;2.91;3.42;3.3;3.49;1;130;4;13;98;Aktif;0;3.15;0.9;0.33;1
2020191394;Laras Firmansyah, M.Ak;2019;L;2.85;3.04;3.56;3.34;3.73;0;125;3;11;95;Tidak Aktif;0;3.2;0.87;0.49;1
2020211395;KH. Jono Iswahyudi, S.I.Kom;2021;L;2.81;2.7;2.52;2.81;2.28;4;124;0;8;75;Tidak Aktif;0;2.71;0.86;0.0;0
2020201396;Balapati Puspasari;2020;L;3.75;3.39;3.8;3.82;3.86;1;135;4;12;98;Tidak Aktif;0;3.69;0.94;0.07;1
2020181397;dr. Tira Purwanti, M.M.;2018;L;2.32;2.21;2.7;2.45;2.6;4;84;2;0;62;Aktif;1;2.42;0.58;0.13;0
2020201398;Karna Saptono;2020;P;2.63;2.29;2.2;2.52;2.14;5;75;2;7;50;Tidak Aktif;0;2.41;0.52;-0.11;0
2020201399;R.M. Mitra Aryani, M.Ak;2020;P;2.22;2.0;2.03;2.77;2.64;8;109;0;7;61;Tidak Aktif;0;2.25;0.76;0.55;0
2020221400;Kayun Saefullah;2022;L;2.89;3.35;3.31;3.68;3.61;0;125;4;10;87;Tidak Aktif;0;3.31;0.87;0.79;1
2020181401;Tira Hardiansyah;2018;P;3.06;3.99;3.45;3.69;3.14;0;137;5;19;83;Aktif;0;3.55;0.95;0.63;1
2020221402;Cici Nuraini, M.Farm;2022;L;2.83;3.46;3.96;3.38;3.04;1;140;3;14;88;Aktif;0;3.41;0.97;0.55;1
2020181403;Cut Melinda Mardhiyah, S.Ked;2018;L;3.27;3.08;3.02;3.76;3.46;2;138;5;21;94;Aktif;0;3.28;0.96;0.49;1
2020221404;H. Tri Situmorang, M.Kom.;2022;L;3.88;3.03;3.96;3.31;3.89;2;129;5;22;82;Aktif;0;3.55;0.9;-0.57;1
2020211405;Ir. Kusuma Usamah, M.TI.;2021;L;3.79;3.98;3.29;3.96;3.39;0;134;4;20;92;Tidak Aktif;0;3.75;0.93;0.17;1
2020201406;dr. Yance Najmudin;2020;P;3.21;3.5;3.15;3.55;3.54;1;132;3;16;84;Aktif;0;3.35;0.92;0.34;1
2020191407;Hj. Endah Wulandari;2019;L;2.8;2.37;2.36;2.31;2.19;4;98;1;5;63;Aktif;1;2.46;0.68;-0.49;0
2020191408;Ir. Bakidin Anggraini, M.Pd;2019;P;3.21;3.2;3.97;3.56;3.35;1;139;4;13;82;Aktif;0;3.49;0.97;0.35;1
2020201409;Shakila Usamah;2020;L;2.97;3.39;3.63;3.49;3.4;0;135;3;12;87;Tidak Aktif;0;3.37;0.94;0.52;1
2020211410;Rahmat Safitri;2021;L;2.86;2.61;2.68;2.74;2.2;8;89;1;2;50;Tidak Aktif;1;2.72;0.62;-0.12;0
2020221411;Tgk. Ihsan Nasyidah;2022;L;2.85;3.42;3.54;3.23;3.96;0;139;3;14;83;Aktif;0;3.26;0.97;0.38;1
2020181412;Hj. Gabriella Hardiansyah;2018;L;2.67;2.49;3.04;2.16;2.79;4;82;1;5;71;Aktif;1;2.59;0.57;-0.51;0
2020181413;R. Opung Budiman;2018;L;3.75;3.2;3.88;3.94;3.15;0;131;5;24;84;Aktif;0;3.69;0.91;0.19;1
2020201414;Prabawa Wahyudin;2020;L;3.98;3.43;3.86;3.59;3.38;0;139;3;15;98;Tidak Aktif;0;3.71;0.97;-0.39;1
2020211415;dr. Indah Hakim;2021;P;3.04;3.74;3.39;3.51;3.49;0;137;5;23;85;Tidak Aktif;0;3.42;0.95;0.47;1
2020191416;Rina Ardianto;2019;L;3.84;3.98;3.41;3.83;3.76;1;133;4;14;81;Aktif;0;3.77;0.92;-0.01;1
2020201417;Safina Permadi, M.Kom.;2020;P;3.95;3.12;3.11;3.85;3.44;1;142;4;11;82;Tidak Aktif;0;3.51;0.99;-0.1;1
2020211418;Shania Wibisono;2021;L;2.87;1.88;3.06;2.54;2.51;6;82;2;8;57;Aktif;1;2.59;0.57;-0.33;0
2020201419;Garda Samosir, M.Pd;2020;P;3.91;2.92;3.48;3.69;3.72;2;140;4;20;92;Tidak Aktif;0;3.5;0.97;-0.22;1
2020191420;drg. Juli Nugroho;2019;L;1.96;2.19;2.43;2.97;2.28;5;108;0;0;78;Tidak Aktif;0;2.39;0.75;1.01;0
2020211421;Rahmat Saefullah;2021;P;3.95;2.91;4.0;3.68;3.83;2;132;3;13;87;Aktif;0;3.63;0.92;-0.27;1
2020201422;T. Kala Mandasari;2020;L;2.82;3.71;3.83;3.74;3.14;0;143;4;21;85;Aktif;0;3.52;0.99;0.92;1
2020191423;Karma Latupono;2019;P;2.72;2.66;2.92;3.02;2.61;8;114;1;9;50;Tidak Aktif;0;2.83;0.79;0.3;0
2020221424;Darmaji Napitupulu;2022;L;3.39;2.99;3.41;3.41;3.07;1;142;4;15;95;Aktif;0;3.3;0.99;0.02;1
2020181425;dr. Gilda Hutagalung, S.T.;2018;L;2.93;3.79;3.95;3.07;3.96;0;144;3;10;96;Tidak Aktif;0;3.44;1.0;0.14;1
2020181426;Taswir Purwanti;2018;P;3.16;2.98;3.5;3.79;3.71;2;131;3;20;85;Tidak Aktif;0;3.36;0.91;0.63;1
2020181427;Natalia Mustofa, S.E.I;2018;L;2.89;3.34;3.3;3.23;3.28;0;143;5;14;83;Tidak Aktif;0;3.19;0.99;0.34;1
2020181428;Latika Setiawan;2018;P;2.92;2.33;3.09;2.39;2.48;8;112;1;9;53;Tidak Aktif;1;2.68;0.78;-0.53;0
2020201429;dr. Cemani Anggraini, S.Kom;2020;L;3.57;3.98;3.6;3.36;3.65;0;138;5;25;100;Tidak Aktif;0;3.63;0.96;-0.21;1
2020191430;Banara Gunawan, S.Farm;2019;P;3.87;3.45;3.45;3.59;3.62;0;143;3;22;89;Tidak Aktif;0;3.59;0.99;-0.28;1
2020191431;Pangestu Siregar;2019;L;3.62;3.17;3.71;3.82;3.8;2;125;5;22;98;Aktif;0;3.58;0.87;0.2;1
2020191432;Bancar Rahimah, S.Farm;2019;P;3.42;3.06;3.78;3.27;3.5;2;132;5;13;95;Aktif;0;3.38;0.92;-0.15;1
2020201433;Dr. Violet Suryono;2020;L;2.96;3.59;3.05;3.75;3.32;0;136;4;15;100;Aktif;0;3.34;0.94;0.79;1
2020201434;Ir. Latika Pangestu;2020;P;3.41;2.95;3.28;3.71;3.06;0;133;3;17;82;Tidak Aktif;0;3.34;0.92;0.3;1
2020201435;Tugiman Mansur, S.E.;2020;L;1.8;2.12;2.89;2.38;2.1;8;70;0;6;64;Tidak Aktif;0;2.3;0.49;0.58;0
2020211436;Cici Laksmiwati;2021;P;3.12;3.83;3.31;3.79;3.89;1;136;5;22;83;Tidak Aktif;0;3.51;0.94;0.67;1
2020221437;Ir. Puspa Latupono, M.Pd;2022;L;3.89;3.32;3.96;3.09;3.69;0;139;3;11;89;Aktif;0;3.56;0.97;-0.8;1
2020201438;Eva Mulyani;2020;P;3.27;3.6;3.7;3.0;3.17;0;127;4;15;92;Aktif;0;3.39;0.88;-0.27;1
2020181439;Jayadi Prasasta;2018;L;2.6;3.06;2.91;3.14;2.7;5;108;2;7;72;Aktif;1;2.93;0.75;0.54;0
2020191440;R.M. Latif Rajasa;2019;P;2.93;3.76;3.64;3.05;3.36;0;126;3;20;86;Aktif;0;3.34;0.88;0.12;1
2020211441;Ega Agustina;2021;P;2.4;2.36;2.55;2.25;2.37;8;88;1;3;53;Aktif;1;2.39;0.61;-0.15;0
2020221442;Yuliana Adriansyah, S.Gz;2022;P;2.86;3.74;3.42;3.82;3.85;0;126;4;10;93;Aktif;0;3.46;0.88;0.96;1
2020201443;Bakiono Wahyudin;2020;P;3.59;3.42;3.88;3.22;3.68;0;128;3;16;85;Tidak Aktif;0;3.53;0.89;-0.37;1
2020181444;Nugraha Suryatmi, S.Kom;2018;P;3.15;3.05;3.65;3.74;3.32;0;134;4;25;95;Tidak Aktif;0;3.4;0.93;0.59;1
2020181445;Saiful Nasyiah;2018;P;3.27;3.68;3.2;3.89;3.29;0;136;4;21;85;Tidak Aktif;0;3.51;0.94;0.62;1
2020181446;Lamar Yuliarti;2018;P;2.87;3.02;3.52;3.27;3.84;1;139;4;17;88;Aktif;0;3.17;0.97;0.4;1
2020191447;Ulya Dongoran;2019;L;3.25;3.27;3.02;3.12;3.41;0;136;5;23;98;Aktif;0;3.17;0.94;-0.13;1
2020221448;Darmaji Budiman;2022;L;3.29;3.48;3.6;3.01;3.46;1;141;4;25;98;Aktif;0;3.34;0.98;-0.28;1
2020211449;Ina Pudjiastuti;2021;P;2.42;2.68;2.37;2.93;2.77;3;95;2;0;66;Aktif;0;2.6;0.66;0.51;0
2020211450;Shakila Pratama;2021;L;3.97;3.04;3.02;3.77;3.81;0;131;3;14;81;Tidak Aktif;0;3.45;0.91;-0.2;1
2020181451;Prayitna Pradana;2018;P;3.12;2.92;3.29;3.77;3.52;0;129;5;18;90;Aktif;0;3.27;0.9;0.65;1
2020181452;Latika Adriansyah;2018;P;3.25;2.9;3.3;3.65;3.97;2;137;5;20;88;Tidak Aktif;0;3.27;0.95;0.4;1
2020181453;Teguh Agustina;2018;P;1.83;2.97;2.94;2.94;2.46;3;96;0;2;68;Aktif;0;2.67;0.67;1.11;0
2020221454;Dr. Maria Novitasari;2022;L;3.16;2.97;3.23;3.25;3.48;1;142;4;23;88;Tidak Aktif;0;3.15;0.99;0.09;1
2020211455;Puspa Hastuti, S.I.Kom;2021;P;2.37;1.88;3.15;3.13;2.79;3;81;1;6;54;Tidak Aktif;0;2.63;0.56;0.76;0
2020211456;Ana Mardhiyah;2021;P;2.45;3.05;2.09;2.44;2.23;8;85;0;7;79;Tidak Aktif;1;2.51;0.59;-0.01;0
2020181457;Balapati Kusmawati;2018;P;2.97;3.58;3.78;3.58;3.15;1;134;4;25;83;Aktif;0;3.48;0.93;0.61;1
2020191458;Siska Irawan;2019;P;2.56;2.3;2.81;2.31;2.35;8;98;1;4;73;Tidak Aktif;0;2.5;0.68;-0.25;0
2020191459;Asmuni Handayani, S.Sos;2019;P;2.15;2.41;3.07;2.85;2.06;4;122;1;7;74;Tidak Aktif;0;2.62;0.85;0.7;0
2020221460;Maria Prasetya;2022;L;2.81;3.59;3.45;3.13;3.96;0;134;5;22;84;Aktif;0;3.25;0.93;0.32;1
2020191461;Ivan Mardhiyah;2019;L;3.09;3.45;3.68;3.08;3.27;0;126;3;11;94;Aktif;0;3.33;0.88;-0.01;1
2020201462;drg. Rachel Aryani, S.Pt;2020;L;2.35;2.51;2.52;2.05;2.17;5;93;1;8;62;Aktif;0;2.36;0.65;-0.3;0
2020191463;Hari Permata;2019;P;3.05;2.95;3.84;3.98;3.79;1;144;4;15;95;Tidak Aktif;0;3.46;1.0;0.93;1
2020201464;drg. Dimaz Prakasa;2020;L;2.09;3.05;2.24;3.14;2.99;5;117;2;1;59;Aktif;1;2.63;0.81;1.05;0
2020181465;Raina Thamrin;2018;L;2.98;2.54;2.31;2.52;2.59;7;119;0;3;70;Aktif;0;2.59;0.83;-0.46;0
2020201466;Malik Namaga;2020;P;3.55;3.98;3.19;3.79;3.91;2;125;5;10;95;Aktif;0;3.63;0.87;0.24;1
2020191467;Tgk. Ghaliyati Putra, S.Psi;2019;L;2.95;2.48;3.17;2.91;2.16;4;86;2;4;72;Tidak Aktif;1;2.88;0.6;-0.04;0
2020211468;Vivi Purnawati;2021;P;3.66;3.17;3.64;3.67;3.16;1;133;3;24;89;Tidak Aktif;0;3.54;0.92;0.01;1
2020221469;Heryanto Susanti;2022;L;3.73;3.45;3.01;3.01;3.36;0;141;5;21;97;Tidak Aktif;0;3.3;0.98;-0.72;1
2020201470;Yance Samosir;2020;L;2.07;2.62;2.27;2.39;2.85;6;74;1;4;70;Tidak Aktif;1;2.34;0.51;0.32;0
2020201471;T. Bakianto Hariyah, M.Ak;2020;P;1.91;2.36;2.04;2.58;2.66;4;79;2;3;78;Aktif;1;2.22;0.55;0.67;0
2020201472;Najam Prayoga;2020;L;3.15;3.34;3.92;3.99;3.04;2;125;5;25;89;Tidak Aktif;0;3.6;0.87;0.84;1
2020211473;Ade Najmudin;2021;P;2.25;2.31;2.91;3.1;2.95;6;117;0;9;72;Aktif;1;2.64;0.81;0.85;0
2020191474;Tri Habibi;2019;P;3.23;3.77;3.25;3.56;3.36;2;136;5;19;85;Aktif;0;3.45;0.94;0.33;1
2020201475;Ganep Lazuardi;2020;L;2.09;2.05;3.1;2.12;2.51;6;78;2;4;73;Aktif;1;2.34;0.54;0.03;0
2020181476;Unjani Suryatmi, S.Psi;2018;L;2.85;2.94;3.18;3.87;3.28;1;132;5;19;93;Tidak Aktif;0;3.21;0.92;1.02;1
2020201477;Hj. Nadia Saragih, M.Farm;2020;P;2.5;2.37;2.7;2.62;2.76;7;88;1;1;65;Aktif;0;2.55;0.61;0.12;0
2020211478;Cahyanto Purwanti, M.Farm;2021;L;3.22;3.88;3.95;3.89;3.42;2;128;5;22;96;Tidak Aktif;0;3.74;0.89;0.67;1
2020211479;Hana Pratama;2021;L;2.37;2.45;2.25;2.71;2.19;4;78;0;5;63;Tidak Aktif;0;2.45;0.54;0.34;0
2020201480;Balijan Hardiansyah;2020;L;3.83;3.13;3.07;3.07;3.94;0;140;4;15;90;Aktif;0;3.27;0.97;-0.76;1
2020181481;Ajimat Habibi, S.H.;2018;P;3.29;3.79;3.84;3.33;3.69;1;131;3;15;95;Aktif;0;3.56;0.91;0.04;1
2020191482;R. Siti Purnawati, S.Psi;2019;P;2.59;2.0;3.05;2.65;2.28;8;97;1;6;65;Tidak Aktif;0;2.57;0.67;0.06;0
2020181483;Rama Mardhiyah;2018;L;2.85;3.04;3.77;3.0;3.42;2;136;3;20;96;Aktif;0;3.17;0.94;0.15;1
2020181484;Hasna Situmorang;2018;L;2.87;3.97;3.23;3.3;3.3;2;132;3;21;89;Aktif;0;3.34;0.92;0.43;1
2020181485;Zamira Anggraini;2018;P;2.8;3.7;3.97;3.22;3.66;2;143;4;15;82;Aktif;0;3.42;0.99;0.42;1
2020201486;Heru Handayani;2020;P;2.82;2.35;2.36;2.39;2.71;6;116;2;9;66;Tidak Aktif;1;2.48;0.81;-0.43;0
2020191487;Ir. Nadia Halimah;2019;P;2.02;2.28;3.08;2.97;2.98;6;92;0;2;79;Tidak Aktif;0;2.59;0.64;0.95;0
2020191488;Ulva Agustina;2019;L;2.27;2.57;2.79;2.09;2.54;8;78;0;0;68;Aktif;0;2.43;0.54;-0.18;0
2020201489;Elisa Usamah;2020;L;2.0;2.81;2.7;3.14;2.04;6;110;1;8;69;Aktif;0;2.66;0.76;1.14;0
2020181490;Winda Uyainah;2018;L;3.52;3.23;3.71;3.76;3.1;0;128;4;24;92;Aktif;0;3.56;0.89;0.24;1
2020221491;Keisha Rahmawati;2022;P;3.41;3.31;3.93;3.83;3.7;1;129;3;10;89;Tidak Aktif;0;3.62;0.9;0.42;1
2020181492;Dodo Wulandari;2018;P;2.35;3.0;2.83;2.87;2.86;7;108;2;2;63;Aktif;0;2.76;0.75;0.52;0
2020201493;Salimah Wulandari;2020;L;3.77;3.11;3.35;3.34;3.98;0;140;3;16;88;Aktif;0;3.39;0.97;-0.43;1
2020201494;Clara Saptono;2020;P;2.64;2.75;2.67;3.14;2.5;5;80;0;8;65;Aktif;1;2.8;0.56;0.5;0
2020201495;Mila Palastri;2020;L;3.0;3.76;3.73;3.38;3.03;0;125;5;12;83;Tidak Aktif;0;3.47;0.87;0.38;1
2020191496;Mulyono Permadi, S.Ked;2019;L;1.81;2.71;3.16;2.53;2.23;7;74;2;1;78;Tidak Aktif;0;2.55;0.51;0.72;0
2020211497;Endra Zulaika;2021;P;2.78;2.51;3.16;2.06;2.5;5;99;0;1;76;Aktif;0;2.63;0.69;-0.72;0
2020201498;Tugiman Mulyani;2020;P;2.84;2.03;2.96;2.66;2.4;8;90;1;1;53;Aktif;0;2.62;0.62;-0.18;0
2020191499;R.M. Dalimin Suartini;2019;L;3.84;3.07;3.31;3.29;3.87;1;136;4;18;82;Tidak Aktif;0;3.38;0.94;-0.55;1
2020201500;Adikara Sinaga;2020;L;2.76;2.13;2.75;2.69;2.83;3;95;1;7;58;Tidak Aktif;1;2.58;0.66;-0.07;0
2020211501;Tgk. Bakianto Sihombing, S.E.;2021;L;1.81;2.68;2.06;2.66;2.29;3;78;2;0;77;Aktif;0;2.3;0.54;0.85;0
2020211502;Puput Gunawan, S.E.;2021;P;3.22;3.58;3.33;3.73;3.4;2;139;3;22;91;Aktif;0;3.47;0.97;0.51;1
2020191503;R. Bakiono Wasita;2019;P;3.74;3.21;3.43;3.69;3.33;1;128;4;24;81;Aktif;0;3.52;0.89;-0.05;1
2020201504;Wani Hartati;2020;P;3.25;3.94;3.64;3.67;3.63;0;141;5;17;90;Aktif;0;3.62;0.98;0.42;1
2020211505;Cakrabirawa Hakim;2021;L;3.3;3.73;3.1;3.28;3.28;1;136;5;22;84;Aktif;0;3.35;0.94;-0.02;1
2020181506;drg. Lega Usamah;2018;L;3.98;2.97;3.52;3.18;3.97;2;140;4;15;82;Tidak Aktif;0;3.41;0.97;-0.8;1
2020201507;KH. Artanto Uyainah;2020;L;3.28;3.71;3.7;3.42;3.35;1;133;3;17;97;Tidak Aktif;0;3.53;0.92;0.14;1
2020211508;Jelita Permadi;2021;L;3.12;3.13;3.48;3.27;3.29;0;139;4;24;82;Tidak Aktif;0;3.25;0.97;0.15;1
2020211509;Safina Winarsih;2021;P;2.96;2.58;2.09;2.09;2.95;3;101;2;0;53;Tidak Aktif;1;2.43;0.7;-0.87;0
2020181510;Drs. Ifa Iswahyudi;2018;L;2.91;3.56;3.62;3.65;3.27;0;144;5;19;96;Aktif;0;3.44;1.0;0.74;1
2020211511;Jaiman Anggraini;2021;P;3.96;3.18;3.68;3.71;3.61;1;126;3;24;90;Tidak Aktif;0;3.63;0.88;-0.25;1
2020201512;Najam Hutasoit;2020;P;3.13;3.56;3.87;3.95;3.11;0;128;5;17;80;Tidak Aktif;0;3.63;0.89;0.82;1
2020201513;Among Damanik;2020;P;3.93;3.71;3.88;3.2;3.59;2;141;4;13;81;Aktif;0;3.68;0.98;-0.73;1
2020211514;Puti Silvia Prakasa, S.IP;2021;L;2.62;2.33;2.02;2.7;2.25;8;117;2;6;53;Tidak Aktif;0;2.42;0.81;0.08;0
2020191515;Irma Pratama;2019;L;3.95;3.34;3.84;3.19;3.67;1;131;4;16;90;Aktif;0;3.58;0.91;-0.76;1
2020211516;Dr. Upik Sihombing;2021;L;1.92;1.81;2.52;2.11;2.75;8;123;2;9;53;Tidak Aktif;1;2.09;0.85;0.19;0
2020221517;Mustofa Pranowo;2022;L;2.32;2.14;2.52;2.87;2.01;6;70;2;0;67;Tidak Aktif;1;2.46;0.49;0.55;0
2020221518;Ian Halim;2022;L;3.54;3.6;3.24;3.71;3.09;2;143;3;14;83;Tidak Aktif;0;3.52;0.99;0.17;1
2020221519;Sutan Purwadi Jailani;2022;P;3.85;3.71;3.01;3.25;3.21;2;137;4;17;88;Tidak Aktif;0;3.46;0.95;-0.6;1
2020201520;Karya Fujiati;2020;P;3.1;2.97;3.46;3.73;3.61;1;129;3;23;99;Tidak Aktif;0;3.32;0.9;0.63;1
2020221521;Ophelia Mayasari;2022;P;1.9;3.04;3.01;2.97;2.82;8;117;2;3;56;Aktif;1;2.73;0.81;1.07;0
2020201522;Ifa Adriansyah;2020;L;2.45;2.06;2.74;2.89;2.74;8;111;0;8;67;Tidak Aktif;0;2.54;0.77;0.44;0
2020201523;Nasab Kuswoyo, M.M.;2020;P;2.88;3.31;3.92;3.58;3.54;2;143;5;23;97;Tidak Aktif;0;3.42;0.99;0.7;1
2020211524;Yunita Prayoga;2021;L;3.24;3.88;3.67;3.79;3.45;2;128;3;22;84;Aktif;0;3.64;0.89;0.55;1
2020181525;Dt. Makuta Wibowo, M.Pd;2018;L;3.1;3.68;3.43;3.44;3.65;1;130;4;18;84;Aktif;0;3.41;0.9;0.34;1
2020201526;Kajen Yuniar, S.Pd;2020;L;1.88;2.87;2.35;2.53;2.02;7;72;1;7;53;Aktif;1;2.41;0.5;0.65;0
2020191527;Cut Salimah Waskita;2019;P;3.4;2.96;3.49;3.93;3.11;2;126;4;22;93;Tidak Aktif;0;3.44;0.88;0.53;1
2020221528;Tasnim Jailani;2022;L;2.29;2.65;2.31;2.19;2.16;3;117;1;3;69;Tidak Aktif;0;2.36;0.81;-0.1;0
2020201529;Dina Oktaviani;2020;L;3.02;3.63;3.88;3.81;3.69;2;131;4;24;85;Aktif;0;3.59;0.91;0.79;1
2020191530;Omar Nasyidah;2019;L;3.15;3.24;3.25;3.52;3.54;2;141;3;22;81;Tidak Aktif;0;3.29;0.98;0.37;1
2020201531;Zahra Saptono, S.Farm;2020;P;3.22;3.81;3.79;3.31;3.91;0;130;5;18;80;Tidak Aktif;0;3.53;0.9;0.09;1
2020211532;Sadina Napitupulu;2021;L;2.19;2.26;2.61;3.13;2.88;3;79;1;9;51;Tidak Aktif;1;2.55;0.55;0.94;0
2020221533;Siska Usamah;2022;P;3.27;3.51;3.5;3.19;3.86;0;135;5;17;85;Aktif;0;3.37;0.94;-0.08;1
2020221534;Lalita Firmansyah, M.Ak;2022;L;2.81;2.92;2.9;2.53;2.61;6;104;2;6;52;Tidak Aktif;0;2.79;0.72;-0.28;0
2020191535;Padma Purwanti;2019;P;3.61;3.1;3.69;3.23;3.12;1;136;4;16;99;Tidak Aktif;0;3.41;0.94;-0.38;1
2020221536;Sutan Dadap Andriani;2022;L;2.8;3.69;3.73;3.51;3.16;0;136;4;17;100;Aktif;0;3.43;0.94;0.71;1
2020181537;Tantri Hardiansyah;2018;P;2.82;3.08;3.89;3.24;3.35;1;128;4;18;97;Tidak Aktif;0;3.26;0.89;0.42;1
2020181538;Queen Safitri;2018;P;3.07;3.47;3.61;3.25;3.06;2;141;4;25;81;Tidak Aktif;0;3.35;0.98;0.18;1
2020191539;Kasim Adriansyah;2019;P;3.08;3.14;3.96;3.62;3.56;2;127;3;15;97;Aktif;0;3.45;0.88;0.54;1
2020181540;Hesti Dongoran, S.IP;2018;L;3.31;3.49;3.7;3.7;3.17;2;131;5;23;83;Aktif;0;3.55;0.91;0.39;1
2020221541;Estiono Hartati, M.Farm;2022;P;3.29;3.86;3.63;3.53;3.12;2;127;5;14;80;Tidak Aktif;0;3.58;0.88;0.24;1
